00:00;0
00:15;2
00:30;3
00:45;2
01:00;2
01:15;2
01:30;3
01:45;1
02:00;2
02:15;2
02:30;1
02:45;2
03:00;1
03:15;3
03:30;1
03:45;1
04:00;1
04:15;0
04:30;1
04:45;2
05:00;2
05:15;1
05:30;3
05:45;1
06:00;1
06:15;2
06:30;4
06:45;1
07:00;3
07:15;2
07:30;3
07:45;2
08:00;1
08:15;3
08:30;4
08:45;2
09:00;3
09:15;3
09:30;3
09:45;5
10:00;4
10:15;4
10:30;4
10:45;3
11:00;5
11:15;4
11:30;3
11:45;3
12:00;4
12:15;5
12:30;6
12:45;3
13:00;4
13:15;4
13:30;4
13:45;3
14:00;4
14:15;4
14:30;4
14:45;3
15:00;3
15:15;5
15:30;3
15:45;3
16:00;4
16:15;3
16:30;4
16:45;4
17:00;4
17:15;5
17:30;3
17:45;6
18:00;2
18:15;4
18:30;5
18:45;5
19:00;4
19:15;5
19:30;5
19:45;4
20:00;4
20:15;5
20:30;3
20:45;3
21:00;4
21:15;4
21:30;5
21:45;4
22:00;3
22:15;3
22:30;3
22:45;3
23:00;3
23:15;3
23:30;2
23:45;3
