00:00;14
00:15;9
00:30;10
00:45;220
01:00;35
01:15;9
01:30;10
01:45;14
02:00;9
02:15;10
02:30;89
02:45;250
03:00;410
03:15;619
03:30;856
03:45;855
04:00;857
04:15;850
04:30;851
04:45;854
05:00;851
05:15;820
05:30;729
05:45;569
06:00;408
06:15;221
06:30;35
06:45;15
07:00;19
07:15;14
07:30;16
07:45;9
08:00;18
08:15;20
08:30;19
08:45;12
09:00;21
09:15;20
09:30;25
09:45;142
10:00;137
10:15;145
10:30;149
10:45;148
11:00;150
11:15;166
11:30;151
11:45;153
12:00;165
12:15;262
12:30;160
12:45;44
13:00;27
