00:00;21
00:15;53
00:30;19
00:45;19
01:00;12
01:15;11
01:30;9
01:45;2
02:00;8
02:15;4
02:30;8
02:45;6
03:00;9
03:15;6
03:30;8
03:45;3
04:00;11
04:15;9
04:30;8
04:45;5
05:00;12
05:15;8
05:30;10
05:45;11
06:00;9
06:15;13
06:30;24
06:45;9
07:00;10
07:15;151
07:30;148
07:45;165
08:00;154
08:15;145
08:30;151
08:45;178
09:00;175
09:15;173
09:30;169
09:45;178
10:00;177
10:15;37
10:30;41
10:45;42
11:00;48
11:15;32
11:30;414
11:45;129
12:00;16
12:15;77
12:30;29
12:45;20
13:00;21
13:15;114
13:30;295
13:45;435
14:00;521
14:15;932
14:30;1485
14:45;522
15:00;534
15:15;530
15:30;526
15:45;537
16:00;536
16:15;794
16:30;936
16:45;661
17:00;21
17:15;29
17:30;22
17:45;36
18:00;37
18:15;66
18:30;35
18:45;17
19:00;25
19:15;15
19:30;28
19:45;20
20:00;30
20:15;18
20:30;21
20:45;16
21:00;10
21:15;17
21:30;8
21:45;17
22:00;27
22:15;50
22:30;9
22:45;22
23:00;13
23:15;12
23:30;153
23:45;315
