00:00;26
00:15;14
00:30;23
00:45;13
01:00;12
01:15;63
01:30;12
01:45;11
02:00;12
02:15;13
02:30;11
02:45;11
03:00;9
03:15;13
03:30;13
03:45;9
04:00;9
04:15;12
04:30;8
04:45;8
05:00;9
05:15;10
05:30;10
05:45;7
06:00;9
06:15;5
06:30;18
06:45;8
07:00;14
07:15;57
07:30;70
07:45;59
08:00;57
08:15;69
08:30;70
08:45;67
09:00;70
09:15;165
09:30;64
09:45;65
10:00;68
10:15;25
10:30;21
10:45;19
11:00;22
11:15;32
11:30;13
11:45;17
12:00;39
12:15;32
12:30;13
12:45;19
13:00;15
13:15;16
13:30;33
13:45;17
14:00;21
14:15;206
14:30;75
14:45;11
15:00;8
15:15;22
15:30;9
15:45;20
16:00;18
16:15;243
16:30;322
16:45;58
17:00;12
17:15;17
17:30;16
17:45;10
18:00;16
18:15;29
18:30;20
18:45;20
19:00;4
19:15;6
19:30;13
19:45;12
20:00;12
20:15;4
20:30;15
20:45;22
21:00;7
21:15;20
21:30;23
21:45;32
22:00;51
22:15;13
22:30;15
22:45;11
23:00;15
23:15;15
23:30;15
23:45;8
