00:00;0
00:15;2
00:30;2
00:45;3
01:00;1
01:15;2
01:30;3
01:45;2
02:00;2
02:15;2
02:30;1
02:45;2
03:00;1
03:15;2
03:30;1
03:45;1
04:00;1
04:15;1
04:30;0
04:45;3
05:00;1
05:15;1
05:30;1
05:45;1
06:00;1
06:15;2
06:30;2
06:45;3
07:00;3
07:15;3
07:30;2
07:45;3
08:00;4
08:15;4
08:30;4
08:45;3
09:00;4
09:15;2
09:30;3
09:45;2
10:00;2
10:15;3
10:30;5
10:45;4
11:00;4
11:15;5
11:30;5
11:45;4
12:00;5
12:15;3
12:30;6
12:45;5
13:00;4
13:15;5
13:30;4
13:45;4
14:00;5
14:15;4
14:30;4
14:45;5
15:00;5
15:15;4
15:30;5
15:45;5
16:00;4
16:15;5
16:30;4
16:45;5
17:00;3
17:15;5
17:30;5
17:45;5
18:00;4
18:15;4
18:30;5
18:45;4
19:00;5
19:15;4
19:30;5
19:45;5
20:00;4
20:15;4
20:30;6
20:45;5
21:00;5
21:15;4
21:30;3
21:45;2
22:00;3
22:15;3
22:30;4
22:45;2
23:00;3
23:15;3
23:30;3
23:45;2
