00:00;0
00:15;2
00:30;1
00:45;1
01:00;2
01:15;2
01:30;2
01:45;1
02:00;2
02:15;2
02:30;3
02:45;1
03:00;1
03:15;3
03:30;2
03:45;0
04:00;2
04:15;1
04:30;2
04:45;2
05:00;1
05:15;1
05:30;2
05:45;1
06:00;3
06:15;1
06:30;1
06:45;1
07:00;2
07:15;2
07:30;3
07:45;3
08:00;5
08:15;4
08:30;3
08:45;4
09:00;3
09:15;4
09:30;3
09:45;5
10:00;3
10:15;4
10:30;6
10:45;4
11:00;5
11:15;4
11:30;5
11:45;6
12:00;5
12:15;6
12:30;6
12:45;4
13:00;3
13:15;4
13:30;5
13:45;4
14:00;5
14:15;5
14:30;4
14:45;5
15:00;4
15:15;5
15:30;2
15:45;4
16:00;3
16:15;5
16:30;6
16:45;4
17:00;4
17:15;6
17:30;4
17:45;4
18:00;6
18:15;5
18:30;6
18:45;4
19:00;7
19:15;5
19:30;3
19:45;4
20:00;5
20:15;4
20:30;5
20:45;4
21:00;5
21:15;4
21:30;4
21:45;5
22:00;3
22:15;3
22:30;3
22:45;4
23:00;3
23:15;2
23:30;1
23:45;3
