00:00;0
00:15;3
00:30;2
00:45;1
01:00;1
01:15;3
01:30;2
01:45;2
02:00;2
02:15;2
02:30;1
02:45;2
03:00;2
03:15;1
03:30;1
03:45;1
04:00;2
04:15;1
04:30;1
04:45;1
05:00;1
05:15;1
05:30;2
05:45;1
06:00;2
06:15;2
06:30;3
06:45;3
07:00;2
07:15;1
07:30;2
07:45;3
08:00;4
08:15;2
08:30;5
08:45;4
09:00;4
09:15;4
09:30;4
09:45;5
10:00;3
10:15;2
10:30;5
10:45;4
11:00;5
11:15;6
11:30;6
11:45;4
12:00;4
12:15;4
12:30;7
12:45;5
13:00;4
13:15;6
13:30;5
13:45;2
14:00;3
14:15;5
14:30;3
14:45;4
15:00;4
15:15;3
15:30;4
15:45;3
16:00;4
16:15;4
16:30;5
16:45;4
17:00;5
17:15;4
17:30;3
17:45;5
18:00;18
18:15;63
18:30;109
18:45;155
19:00;186
19:15;227
19:30;270
19:45;360
20:00;436
20:15;521
20:30;574
20:45;653
21:00;711
21:15;768
21:30;836
21:45;927
22:00;995
22:15;998
22:30;999
22:45;997
23:00;999
23:15;999
23:30;999
23:45;998
