00:00;0
00:15;1
00:30;2
00:45;2
01:00;1
01:15;2
01:30;3
01:45;2
02:00;2
02:15;1
02:30;2
02:45;2
03:00;2
03:15;2
03:30;1
03:45;0
04:00;1
04:15;2
04:30;2
04:45;1
05:00;0
05:15;0
05:30;1
05:45;2
06:00;1
06:15;2
06:30;2
06:45;2
07:00;2
07:15;1
07:30;3
07:45;2
08:00;1
08:15;3
08:30;4
08:45;2
09:00;4
09:15;3
09:30;3
09:45;4
10:00;4
10:15;5
10:30;5
10:45;3
11:00;3
11:15;4
11:30;4
11:45;4
12:00;4
12:15;4
12:30;4
12:45;6
13:00;2
13:15;4
13:30;3
13:45;4
14:00;4
14:15;4
14:30;5
14:45;4
15:00;4
15:15;2
15:30;4
15:45;2
16:00;2
16:15;4
16:30;3
16:45;4
17:00;4
17:15;5
17:30;4
17:45;2
18:00;4
18:15;6
18:30;4
18:45;6
19:00;4
19:15;5
19:30;5
19:45;6
20:00;3
20:15;4
20:30;4
20:45;3
21:00;4
21:15;4
21:30;4
21:45;4
22:00;3
22:15;4
22:30;2
22:45;2
23:00;3
23:15;3
23:30;5
23:45;2
